130.50; 185.17; 1
131.34; 185.17; 0
132.18; 185.17; 0
133.01; 185.17; 0
133.85; 185.17; 0
134.69; 185.17; 0
135.53; 185.17; 0
135.53; 184.20; 0
135.53; 183.23; 0
135.53; 182.25; 0
135.53; 181.28; 0
135.53; 180.30; 0
135.53; 179.33; 0
135.53; 178.36; 0
135.53; 177.38; 0
135.53; 176.41; 0
135.53; 175.44; 0
135.53; 174.46; 0
135.53; 173.49; 0
135.54; 172.93; 0
135.58; 172.37; 0
135.65; 171.81; 0
135.76; 171.28; 0
135.92; 170.75; 0
136.16; 170.25; 0
136.69; 169.64; 0
137.15; 169.34; 0
137.65; 169.15; 0
138.19; 169.04; 0
138.72; 169.00; 0
139.45; 169.02; 0
139.97; 169.11; 0
140.49; 169.27; 0
140.96; 169.53; 0
141.37; 169.89; 0
141.77; 170.50; 0
141.97; 171.02; 0
142.11; 171.56; 0
142.20; 172.08; 0
142.25; 172.62; 0
142.27; 173.16; 0
142.27; 174.08; 0
142.27; 175.01; 0
142.27; 175.93; 0
142.27; 176.85; 0
142.28; 177.78; 0
142.28; 178.70; 0
142.28; 179.63; 0
142.28; 180.55; 0
142.28; 181.48; 0
142.28; 182.40; 0
142.28; 183.32; 0
142.28; 184.25; 0
142.28; 185.17; 0
143.12; 185.17; 0
143.95; 185.17; 0
144.79; 185.17; 0
145.63; 185.17; 0
146.47; 185.17; 0
147.30; 185.17; 0
147.30; 184.20; 0
147.30; 183.23; 0
147.30; 182.25; 0
147.30; 181.28; 0
147.30; 180.30; 0
147.30; 179.33; 0
147.30; 178.36; 0
147.30; 177.38; 0
147.30; 176.41; 0
147.30; 175.44; 0
147.30; 174.46; 0
147.30; 173.49; 0
147.29; 172.92; 0
147.26; 172.37; 0
147.21; 171.84; 0
147.13; 171.26; 0
147.02; 170.71; 0
146.88; 170.19; 0
146.70; 169.63; 0
146.48; 169.11; 0
146.23; 168.62; 0
145.94; 168.17; 0
145.62; 167.75; 0
144.79; 166.94; 0
144.36; 166.63; 0
143.90; 166.35; 0
143.39; 166.10; 0
142.86; 165.89; 0
142.35; 165.73; 0
141.82; 165.59; 0
141.25; 165.48; 0
140.66; 165.40; 0
140.12; 165.35; 0
139.56; 165.31; 0
138.98; 165.30; 0
138.31; 165.31; 0
137.75; 165.34; 0
137.21; 165.39; 0
136.62; 165.47; 0
136.05; 165.58; 0
135.52; 165.71; 0
135.01; 165.87; 0
134.47; 166.08; 0
133.96; 166.32; 0
133.49; 166.60; 0
133.06; 166.90; 0
132.62; 167.28; 0
132.18; 167.75; 0
131.86; 168.17; 0
131.58; 168.62; 0
131.32; 169.11; 0
131.11; 169.63; 0
130.92; 170.19; 0
130.78; 170.71; 0
130.67; 171.26; 0
130.59; 171.84; 0
130.54; 172.37; 0
130.51; 172.92; 0
130.51; 173.86; 0
130.51; 174.80; 0
130.51; 175.75; 0
130.51; 176.69; 0
130.51; 177.63; 0
130.51; 178.57; 0
130.50; 179.52; 0
130.50; 180.46; 0
130.50; 181.40; 0
130.50; 182.35; 0
130.50; 183.29; 0
130.50; 184.23; 0
130.50; 185.17; 0
152.23; 185.17; 1
153.14; 185.17; 0
154.06; 185.17; 0
154.97; 185.17; 0
155.88; 185.17; 0
156.80; 185.17; 0
157.71; 185.17; 0
158.63; 185.17; 0
159.03; 184.23; 0
159.43; 183.28; 0
159.84; 182.33; 0
160.24; 181.38; 0
160.64; 180.43; 0
161.05; 179.48; 0
161.45; 178.53; 0
161.85; 177.59; 0
162.26; 176.64; 0
162.66; 175.69; 0
163.06; 174.74; 0
163.47; 175.69; 0
163.88; 176.64; 0
164.28; 177.59; 0
164.69; 178.53; 0
165.09; 179.48; 0
165.50; 180.43; 0
165.91; 181.38; 0
166.31; 182.33; 0
166.72; 183.28; 0
167.12; 184.23; 0
167.53; 185.17; 0
168.44; 185.17; 0
169.35; 185.17; 0
170.27; 185.17; 0
171.18; 185.17; 0
172.09; 185.17; 0
173.00; 185.17; 0
173.92; 185.17; 0
173.92; 184.20; 0
173.92; 183.22; 0
173.92; 182.25; 0
173.92; 181.27; 0
173.92; 180.30; 0
173.92; 179.33; 0
173.92; 178.35; 0
173.92; 177.38; 0
173.92; 176.40; 0
173.92; 175.43; 0
173.92; 174.45; 0
173.92; 173.48; 0
173.92; 172.50; 0
173.92; 171.53; 0
173.92; 170.55; 0
173.92; 169.58; 0
173.92; 168.60; 0
173.92; 167.63; 0
173.92; 166.65; 0
173.92; 165.68; 0
172.96; 165.68; 0
172.01; 165.68; 0
171.06; 165.68; 0
170.11; 165.68; 0
169.16; 165.68; 0
169.16; 166.63; 0
169.16; 167.58; 0
169.16; 168.53; 0
169.16; 169.48; 0
169.16; 170.43; 0
169.16; 171.38; 0
169.16; 172.33; 0
169.16; 173.28; 0
169.16; 174.23; 0
169.16; 175.19; 0
169.16; 176.14; 0
169.16; 177.09; 0
169.16; 178.04; 0
169.16; 178.99; 0
169.16; 179.94; 0
168.75; 178.98; 0
168.35; 178.03; 0
167.94; 177.07; 0
167.53; 176.12; 0
167.12; 175.16; 0
166.71; 174.20; 0
166.30; 173.25; 0
165.90; 172.29; 0
165.49; 171.34; 0
165.08; 170.38; 0
164.67; 169.43; 0
163.87; 169.43; 0
163.08; 169.43; 0
162.28; 169.43; 0
161.48; 169.43; 0
161.08; 170.38; 0
160.67; 171.34; 0
160.26; 172.29; 0
159.85; 173.25; 0
159.44; 174.20; 0
159.03; 175.16; 0
158.63; 176.12; 0
158.22; 177.07; 0
157.81; 178.03; 0
157.40; 178.98; 0
156.99; 179.94; 0
156.99; 178.99; 0
156.99; 178.04; 0
156.99; 177.09; 0
156.99; 176.14; 0
156.99; 175.19; 0
156.99; 174.23; 0
156.99; 173.28; 0
156.99; 172.33; 0
156.99; 171.38; 0
156.99; 170.43; 0
156.99; 169.48; 0
156.99; 168.53; 0
156.99; 167.58; 0
156.99; 166.63; 0
156.99; 165.68; 0
156.04; 165.68; 0
155.09; 165.68; 0
154.13; 165.68; 0
153.18; 165.68; 0
152.23; 165.68; 0
152.23; 166.65; 0
152.23; 167.63; 0
152.23; 168.60; 0
152.23; 169.58; 0
152.23; 170.55; 0
152.23; 171.53; 0
152.23; 172.50; 0
152.23; 173.48; 0
152.23; 174.45; 0
152.23; 175.43; 0
152.23; 176.40; 0
152.23; 177.38; 0
152.23; 178.35; 0
152.23; 179.33; 0
152.23; 180.30; 0
152.23; 181.27; 0
152.23; 182.25; 0
152.23; 183.22; 0
152.23; 184.20; 0
152.23; 185.17; 0
186.08; 175.30; 1
185.56; 175.26; 0
185.03; 175.13; 0
184.56; 174.88; 0
184.17; 174.52; 0
183.82; 173.98; 0
183.64; 173.48; 0
183.52; 172.95; 0
183.46; 172.41; 0
183.46; 171.87; 0
183.47; 171.32; 0
183.53; 170.79; 0
183.64; 170.26; 0
183.83; 169.75; 0
184.47; 168.94; 0
184.93; 168.67; 0
185.44; 168.52; 0
185.98; 168.46; 0
186.61; 168.50; 0
187.13; 168.62; 0
187.60; 168.86; 0
188.00; 169.23; 0
188.35; 169.77; 0
188.54; 170.28; 0
188.66; 170.82; 0
188.72; 171.36; 0
188.72; 171.90; 0
188.72; 172.44; 0
188.65; 172.97; 0
188.53; 173.50; 0
188.34; 174.00; 0
187.70; 174.82; 0
187.25; 175.09; 0
186.73; 175.24; 0
186.19; 175.30; 0
186.08; 175.30; 0
192.30; 184.66; 1
192.30; 183.76; 0
192.30; 182.86; 0
192.30; 181.96; 0
192.30; 181.06; 0
191.81; 181.28; 0
191.31; 181.49; 0
190.79; 181.68; 0
190.27; 181.84; 0
189.44; 182.04; 0
188.90; 182.14; 0
188.37; 182.19; 0
187.81; 182.19; 0
187.25; 182.19; 0
186.72; 182.13; 0
186.18; 182.01; 0
185.65; 181.83; 0
185.16; 181.60; 0
184.72; 181.30; 0
183.97; 180.56; 0
183.66; 180.10; 0
183.42; 179.63; 0
183.22; 179.11; 0
183.07; 178.58; 0
182.96; 178.06; 0
182.88; 177.50; 0
183.30; 177.56; 0
183.78; 177.83; 0
184.27; 178.05; 0
185.24; 178.36; 0
185.78; 178.46; 0
186.31; 178.52; 0
186.85; 178.54; 0
187.45; 178.53; 0
188.01; 178.48; 0
188.56; 178.39; 0
189.08; 178.27; 0
189.62; 178.10; 0
190.14; 177.89; 0
190.62; 177.63; 0
191.08; 177.34; 0
191.51; 176.99; 0
192.12; 176.39; 0
192.46; 175.97; 0
192.75; 175.52; 0
193.00; 175.04; 0
193.21; 174.54; 0
193.37; 174.01; 0
193.48; 173.45; 0
193.55; 172.93; 0
193.58; 172.38; 0
193.56; 171.65; 0
193.51; 171.12; 0
193.42; 170.55; 0
193.28; 170.01; 0
193.11; 169.49; 0
192.89; 168.99; 0
192.63; 168.52; 0
192.33; 168.07; 0
191.99; 167.65; 0
191.61; 167.26; 0
191.11; 166.82; 0
190.65; 166.50; 0
190.17; 166.22; 0
189.67; 165.98; 0
189.13; 165.77; 0
188.62; 165.62; 0
188.10; 165.49; 0
187.54; 165.40; 0
186.97; 165.34; 0
186.44; 165.31; 0
185.94; 165.31; 0
185.44; 165.32; 0
184.86; 165.37; 0
184.31; 165.45; 0
183.78; 165.56; 0
183.27; 165.71; 0
182.72; 165.92; 0
182.20; 166.16; 0
181.71; 166.45; 0
181.25; 166.78; 0
180.81; 167.15; 0
180.40; 167.56; 0
179.82; 168.29; 0
179.53; 168.74; 0
179.27; 169.22; 0
179.03; 169.73; 0
178.81; 170.26; 0
178.63; 170.82; 0
178.49; 171.34; 0
178.37; 171.87; 0
178.27; 172.43; 0
178.19; 173.01; 0
178.13; 173.61; 0
178.09; 174.13; 0
178.07; 174.68; 0
178.07; 175.20; 0
178.08; 175.72; 0
178.10; 176.28; 0
178.15; 176.82; 0
178.21; 177.35; 0
178.30; 177.94; 0
178.42; 178.52; 0
178.56; 179.07; 0
178.72; 179.61; 0
178.91; 180.12; 0
179.13; 180.62; 0
179.36; 181.09; 0
179.66; 181.61; 0
179.99; 182.10; 0
180.35; 182.56; 0
180.90; 183.16; 0
181.32; 183.55; 0
181.77; 183.90; 0
182.24; 184.22; 0
182.74; 184.50; 0
183.26; 184.75; 0
183.80; 184.96; 0
184.36; 185.14; 0
184.87; 185.27; 0
185.40; 185.37; 0
185.95; 185.44; 0
186.51; 185.48; 0
187.10; 185.50; 0
187.72; 185.49; 0
188.24; 185.47; 0
188.79; 185.42; 0
189.33; 185.36; 0
190.32; 185.19; 0
190.85; 185.08; 0
191.38; 184.95; 0
191.90; 184.79; 0
192.30; 184.66; 0
197.46; 185.17; 1
198.38; 185.17; 0
199.31; 185.17; 0
200.24; 185.17; 0
201.17; 185.17; 0
202.09; 185.17; 0
203.02; 185.17; 0
203.95; 185.17; 0
204.87; 185.17; 0
205.80; 185.17; 0
206.39; 185.16; 0
206.95; 185.13; 0
207.49; 185.08; 0
208.07; 184.99; 0
208.62; 184.88; 0
209.15; 184.74; 0
209.70; 184.56; 0
210.21; 184.34; 0
210.69; 184.09; 0
211.14; 183.80; 0
211.92; 183.14; 0
212.29; 182.72; 0
212.61; 182.28; 0
212.88; 181.79; 0
213.10; 181.28; 0
213.27; 180.73; 0
213.39; 180.20; 0
213.47; 179.64; 0
213.50; 179.12; 0
213.49; 178.27; 0
213.43; 177.70; 0
213.34; 177.15; 0
213.20; 176.64; 0
213.01; 176.10; 0
212.76; 175.60; 0
212.47; 175.13; 0
212.13; 174.69; 0
211.74; 174.29; 0
211.05; 173.75; 0
210.60; 173.47; 0
210.11; 173.23; 0
209.59; 173.02; 0
209.03; 172.84; 0
208.50; 172.71; 0
207.94; 172.60; 0
207.35; 172.52; 0
206.81; 172.48; 0
206.24; 172.45; 0
205.30; 172.45; 0
204.36; 172.45; 0
203.42; 172.44; 0
202.48; 172.44; 0
202.48; 171.48; 0
202.48; 170.51; 0
202.48; 169.54; 0
202.48; 168.58; 0
202.48; 167.61; 0
202.48; 166.65; 0
202.48; 165.68; 0
201.65; 165.68; 0
200.81; 165.68; 0
199.97; 165.68; 0
199.13; 165.68; 0
198.30; 165.68; 0
197.46; 165.68; 0
197.46; 166.65; 0
197.46; 167.63; 0
197.46; 168.60; 0
197.46; 169.58; 0
197.46; 170.55; 0
197.46; 171.53; 0
197.46; 172.50; 0
197.46; 173.48; 0
197.46; 174.45; 0
197.46; 175.43; 0
197.46; 176.40; 0
197.46; 177.38; 0
197.46; 178.35; 0
197.46; 179.33; 0
197.46; 180.30; 0
197.46; 181.27; 0
197.46; 182.25; 0
197.46; 183.22; 0
197.46; 184.20; 0
197.46; 185.17; 0
202.48; 181.53; 1
202.48; 180.62; 0
202.48; 179.72; 0
202.48; 178.81; 0
202.48; 177.90; 0
202.48; 176.99; 0
202.48; 176.09; 0
203.41; 176.09; 0
204.34; 176.09; 0
205.27; 176.09; 0
205.80; 176.11; 0
206.33; 176.20; 0
206.84; 176.37; 0
207.31; 176.62; 0
207.87; 177.19; 0
208.12; 177.66; 0
208.27; 178.18; 0
208.32; 178.71; 0
208.28; 179.36; 0
208.15; 179.89; 0
207.92; 180.37; 0
207.57; 180.78; 0
207.08; 181.13; 0
206.58; 181.35; 0
206.06; 181.47; 0
205.52; 181.53; 0
204.76; 181.53; 0
204.00; 181.53; 0
203.24; 181.53; 0
202.48; 181.53; 0
202.48; 181.53; 1
